epoch,accuracy,loss,lr,val_accuracy,val_loss
49,0.6253961324691772,1.0212781429290771,9.215999e-05,0.603010892868042,1.0906111001968384
50,0.6292271614074707,1.0160390138626099,9.215999e-05,0.6071926355361938,1.0799851417541504
51,0.6279037594795227,1.0117108821868896,9.215999e-05,0.594926118850708,1.1042044162750244
52,0.6322223544120789,1.01046621799469,9.215999e-05,0.6013381481170654,1.082063913345337
53,0.6331278681755066,1.0042418241500854,9.215999e-05,0.6066350936889648,1.08095121383667
54,0.6344164609909058,1.0002293586730957,9.215999e-05,0.6073320508003235,1.0769734382629395
55,0.634103000164032,1.0007479190826416,9.215999e-05,0.6091441512107849,1.068804383277893
56,0.6400933265686035,0.9869042634963989,9.215999e-05,0.6018957495689392,1.0793496370315552
57,0.6393271088600159,0.9816080331802368,9.215999e-05,0.6123501658439636,1.065789818763733
58,0.6410336494445801,0.9811488389968872,9.215999e-05,0.6120713949203491,1.0629254579544067
59,0.6420088410377502,0.9794278740882874,9.215999e-05,0.6098411083221436,1.0661612749099731
60,0.6485216021537781,0.9712439179420471,9.215999e-05,0.6074714064598083,1.0691698789596558
61,0.645073652267456,0.9730885028839111,9.215999e-05,0.6110956072807312,1.0615365505218506
62,0.6518650054931641,0.9620119333267212,9.215999e-05,0.6173682808876038,1.0555833578109741
63,0.65043705701828,0.961462676525116,9.215999e-05,0.6108168363571167,1.0657206773757935
64,0.6517605185508728,0.954382061958313,9.215999e-05,0.618762195110321,1.058421015739441
65,0.654755711555481,0.9504636526107788,9.215999e-05,0.6214106678962708,1.0454684495925903
66,0.6568105220794678,0.9480356574058533,8.8473585e-05,0.6184834241867065,1.0605754852294922
67,0.659527063369751,0.9410743713378906,8.8473585e-05,0.6136046648025513,1.0634026527404785
68,0.6624873876571655,0.9378785490989685,8.8473585e-05,0.622804582118988,1.0565311908721924
69,0.6618953347206116,0.9360871911048889,8.8473585e-05,0.61681067943573,1.0536634922027588
70,0.6620694398880005,0.9343384504318237,8.8473585e-05,0.6179258227348328,1.0482666492462158
71,0.6601887941360474,0.9303624629974365,8.8473585e-05,0.6226651668548584,1.0488226413726807
72,0.6662487387657166,0.9229052662849426,8.8473585e-05,0.6149985790252686,1.0557358264923096
73,0.6664229035377502,0.9217814207077026,8.8473585e-05,0.6204348802566528,1.0477919578552246
74,0.6702190637588501,0.920154333114624,8.8473585e-05,0.623362123966217,1.0489126443862915
75,0.672831118106842,0.9140580296516418,8.8473585e-05,0.6246166825294495,1.0439260005950928
76,0.6733186841011047,0.9076587557792664,8.8473585e-05,0.6272650957107544,1.0456873178482056
77,0.674433171749115,0.9059039950370789,8.8473585e-05,0.624337911605835,1.0484646558761597
78,0.6732490658760071,0.896655797958374,8.8473585e-05,0.6241984963417053,1.0439196825027466
79,0.6753038763999939,0.896579384803772,8.8473585e-05,0.6223863959312439,1.0515446662902832
80,0.6743635535240173,0.8960668444633484,8.8473585e-05,0.624895453453064,1.0467736721038818
81,0.67962247133255,0.8898077607154846,8.8473585e-05,0.6240590810775757,1.0491416454315186
82,0.680493175983429,0.8900739550590515,8.8473585e-05,0.626846969127655,1.0410958528518677
83,0.6809110641479492,0.8877219557762146,8.8473585e-05,0.6269863247871399,1.0461111068725586
